"product_id","product_name","category","discount_price_usd","actual_price_usd","discount_perc","rating","rating_count","review_title"
"B07KSMBL2H","AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics","2.63","8.40","69","4.4","426972","It's quite good and value for money,Works well,Hdmi cable,Value for money,All good,Gets the job done,Delivery was good,This one was my need to purchase"
"B00LZLQ624","Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts","1.88","1.92","2","4.5","8618","An Overall Good Product.,Great notebook, but..,Good,Awesome,Paper quality not nice,Very good copies,Design,Good product"
"B07DJLFMPS","HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB)","Electronics","4.43","19.20","77","4","32625","Best,genuine,Nice product,Good product,Value for money,Good,worth of purchase,Good 👍"
"B09GB5B4BK","HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.","Computers&Accessories","7.19","10.79","33","4","4018","Nice,Scroll wheel is extremely small,Value for money 💰 during sale price become much lower than normal that is time to buy this.,Ok,It's a quality product...,Good product,Mouse OK but upper part Flimsy,Product is good"
"B015ZXUDD0","Duracell Rechargeable AA 1300mAh Batteries, 4Pcs","Electronics","5.75","7.19","20","4.3","11687","Decent Product,Very useful,Daljeet,***,Good,Working well but heated much while charging,Value For Money and Worthable,Good among all rechargable batree"
"B085DTN6R2","Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green","Computers&Accessories","4.20","10.79","61","4.2","2262","Works,Nice Product,Fast Charging as original,Good for data transfer,Average. Cost effective,Good quality,Great Product,Nice"
"B09PL79D2X","boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)","Electronics","19.18","35.88","47","3.8","11015","Works just fine,Nice earbuds, but not quite as advertised,The sound quality is good but not better than wired or neckband earphones.,Overall Good,Nice product,Good to buy, for compact ear pods with decent sound battery and sound quality,Good,👍 Good"
"B098K3H92Z","TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers","Computers&Accessories","7.19","10.79","33","4.3","95116","**UPDATE MARCH2021**Decent for a USB 2.0 Device but don't expect anything above SBC *FALSE*aptX,Works very well, for Linux too,Using it to connect with ps5 controller on pc, no issues !,Not bad,Nice product with some cons,Overall good product 👌,Okay if on tight budget,Nice"
"B09KLVMZ3B","Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White)","Computers&Accessories","1.91","4.79","60","4.1","4768","Great but,Worked well for 6 six months that’s it,Compatible with Apple iPad 2nd generation and charging very well.,CABLE,The product is good but the phone gets disconnected at multiple occasions.,Not a fast charging cable,Good item. Value,Amazing product and value for money"
"B084PJSSQ1","SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)","Computers&Accessories","15.59","36.00","57","4.3","23022","Ya Nice..value for money..,Overall decent Product,Great deal for 1200,Good but heats up a little and error issues,Fast and efficient loved it,Does the job,Very good,superb"
"B097R25DP7","Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4) Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black","Electronics","19.19","59.99","68","4","67951","Noise smartwatch,The product is good overall,Good Battery backup,Okayish product,Watch not working,Satisfied.,It's great watch,Noise"
"B097C564GC","rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver","Computers&Accessories","3.53","59.99","94","4.3","4426","Tiny helping hand,Good product,As a whole good product,It works,Used ,as of now satisfied with the product,beep sound while connected,Good product,USB to C adopter"
"B08CYNJ5KY","HP 682 Black Original Ink Cartridge","Computers&Accessories","9.94","10.33","4","4.2","4567","On average is ok ok pricing,Good,Quality good.,Better,The original ink cartridges are always the best,Costly,Expensive but the product was good,Good"
"B00Y4ORQ46","Logitech H111 Wired On Ear Headphones With Mic Black","Electronics","8.94","9.54","6","4","13797","Good product but low quality at less price,I took for meetings and it working well.,Good but built quality ok,Problem with comfort for long hours calling,Headphone,It does the job well.,Noise cancellation is quite good in this price range.,Work with teams! perfect budget headphones."
"B074CWD7MS","Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)","Electronics","18.59","29.94","38","4.4","15137","Worth a Purchase. Good Quality product,Strong, Mutiple channel, Durable.. Worth it ...,Robust, Durable (Phone Holder is added but not mentioned in Product details),Really Liked It!,Mast h,Nice amazing product,IS GOOD BUT NOT RECEIVED MOBILE HOLDER AND THIS PRODUCT BUY ONLY VIDEO REIVIEW,very handy and build quality is good at this price point"
"B083342NKJ","MI Braided USB Type-C Cable for Charging Adapter (Red)","Computers&Accessories","4.19","4.79","13","4.4","18757","Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement"
"B09C6HXFC1","Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black","Computers&Accessories","11.64","21.59","46","4.5","815","Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)"
"B00A0VCJPI","TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White","Computers&Accessories","17.63","29.99","41","4.2","156638","Okay to use,Worthy product ...!!!!👍,Single band. 2.4 ghz only,Difficult,Valued for money,So far all is good,Ok,it’s for 2.4Ghz"
"B00UGZWM2I","COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting","OfficeProducts","2.38","9.60","75","4.1","9344","Multipurpose and time-saving,Good notepad for travelers,Nice for the personal stuff,Super 👍,Most amazing product.,Too costly,Useful product,Good"
"B00R1P3B4O","Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras","Electronics","6.59","6.59","0","4.5","4875","The quality is surprisingly good! Happy with the purchase!!!,Perfect,Good,Good product! Original stuff with exp date 2024-05! Worth the money!,Could get used to it,Good,This product should not be played with fiddle with it or or open it roughly,Cool"
"B0B3MWYCHQ","Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring","Electronics","35.99","119.99","70","4.2","20881","pocket friendly  smart watch for people who loves large  screen.,Value for money,Value for money product,My watch is not charging,Service,Good but it's not working now,GREAT PRODUCT....,Good product"
"B09DG9VNWB","Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)","Electronics","144.00","359.99","60","4.3","4744","LTE features (no other feature tested),Decent watch,Good not great,Great watch let down by battery life,Good fit, good apps,Wanted faster charging and better camera feed.,Mobile app Needs to be improved facing connectivity issues,Good"
"B09Y5MP7C4","Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)","Electronics","15.59","41.99","63","3.9","12452","BUDGET TWS,Does its job,Bhomick bhasker,Noise is nice,Des Raj,Noise -Good one,It's sound quality,It's worth it"
"B01DJJVFPC","Duracell Ultra Alkaline AAA Battery, 8 Pcs","Electronics","3.23","3.78","15","4.5","17810","Longevity isn’t as long as I thought it would be,Good,Value for money,the expiry date and price covered by an external sticker. Can't make out anything,Good,Excellent customer service..,Good product,Good"
"B07DFYJRQV","JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)","Electronics","9.59","17.99","47","4.1","53648","The price should be less than 500, not a very great product.,Good earphones,Average,Good earphone,Good for common men.,Nice headphone,Good looks but bass is not good as aspected..,Nice product"
"B08L879JSN","Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)","Computers&Accessories","75.59","165.00","54","4.2","2014","Good monitor in this price range,My Best Buy in 2022,Average product for daily use. And some gaming.,its a good 1080 monitor,Nice product,price relaetd issue,Worth monitor this price,Decent monitor at this price with limitation"
"B08TDJNM3G","E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces","Computers&Accessories","0.71","0.71","0","3.8","5958","Good,Product as described,Good for the price,Value for money,Good Product,Good product,Continue bright 3days no complaints,59 Rupees worth it"
"B06XSK3XL6","boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black)","Electronics","6.85","11.99","43","4.3","38221","Good product,Value for money,Car charger,Good product,A good product- must have accessory for car,Good charger,Good,बहुत ही अच्छा चार्जर है"
"B07YNTJ8ZM","Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)","Electronics","6.59","11.99","45","3.9","64705","To good,Build material,Super,Good product,Budget bluetooth speaker which serves the purpose of low volume on a phone or laptop,best,It's OK to use in small room. But for Outdoor activities it will not meet our expectations.,Awesome product"
"B09KGV7WSV","KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later","Electronics","25.19","71.99","65","4.3","17129","Really Satisfied with purchase.,DO NOT BELIEVE ANSWERS FOR QUESTIONS SAYING IT WORKS ON iPad Pro 10.5 inch (A1701),Does all the necessary stuff,No Double Tap Gesture,5 star product at this price,Very good product,Automatically off's itself,Value for money pen"
"B08DPLCM6T","LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray)","Electronics","161.88","263.88","39","4.3","11976","Sound quality,Very nice,Value for money,Good,Good for its price.,Good item,Budget friendly,Good"
"B07KR5P3YD","Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750","Computers&Accessories","5.38","8.39","36","3.9","17348","light weight okay in this price range,Value for money,Good,EASY TO USE,Value for money,this is no soft touch keyboard,Good product in this price range,Budget friendly"
"B08FB2LNSZ","JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)","Electronics","17.99","35.99","50","3.7","87798","Good headphones, the sound is good, not sure about comfort,Just Ok,Budget Entry Level Banger Headset,Good quality product,Good multipoint connectivity. Falls off the ear,Good quality, but battery draining,ANC very bad,Bluetooth not working after 4 month"
"B01IBRHE3E","Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)","Electronics","3.59","5.99","40","4.2","24432","Very fine product..,Good,Worth the money,Does what it says,Value for money product but brush is not good.,Easy to use,Good product,Worthable"
"B01N6LU1VF","SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black)","Computers&Accessories","6.95","16.80","59","4.3","189104","It takes Forever - to transfer anything. Maybe I - misunderstood Ultra or somebody missed Ultra-Slow in the model tag line.,Comprehensive Review of Product, Company & Seller,Desigh and usage,Good purchase not best,Sd card,Good Quality product,Pendrive Quality to Aacchi H Par , Storage 64 Gb Ki jagah 61 Gb Hi Milta H 3Gb Kam Milta H,Good"
"B07XLML2YS","TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White","Electronics","29.99","39.59","24","4.2","93112","VFM indoor use (living room/bedrrom) use and clear view upto 120sqft rooms,Best camera in its segment but the app lags,Best,You have to pay to avail all services,All good,I was sent a used product...,Good Product,Upto mark"
"B086WMSCN3","boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)","Electronics","14.39","71.99","80","3.9","47521","Good,Bluetooth range coverage is poor,Good product,Below average product model,Good product.,Complaint,To be honest these ear buds are actually decent and legit,Nice Product"
"B003B00484","Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4","Electronics","4.79","5.99","20","4.3","27201","Works Good,Perfect replacement cell for trimmer,Wow,As they said in ad worth it,A good product,Fit for phillips trimmer.,Good,Good Product"
"B085194JFL","tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics","3.35","5.99","44","3.7","10962","Good product ; Average Finishing,Save it purpose well without any issue. I am satisfied,No issues,NO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITOR,Good product,Not so Bad,Good,Worked will for only 3-4 months."
"B09F6S8BT6","Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black)","Electronics","161.88","274.80","41","4.3","16299","Good,Sound is very low another brand comparing in better,Service provider not meet my home refuse, tv i am not using bad service,Good product,Ok super,Floor stand does not come with it ...,Good,A budget friendly TV with a clumsy UI and Remote"
"B003L62T7W","Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories","3.35","4.50","26","4.3","31534","Handy Mouse,Good quality mouse,Good one.,Good,Good cheap reliable,Gud quality mouse,Very comfortable,Quality + Less Price Makes it Best to buy."
"B09P18XVW6","Noise Pulse Buzz 1.69 Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black","Electronics","29.99","59.99","50","3.9","7571","Best for this price,Nice starter smartwatch,Work,Very light weight watch,Smart watch,Good looking,Super,Good"
"B00LZLPYHW","Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts","1.64","1.92","14","4.4","6537","Good,Boss of premium note books 🏆,Didn't expected single binding!,Good purchase,Good Quality but paper could be thicker...,Worth the Money!,Good quality,Nice products"
"B09NHVCHS9","Flix Micro Usb Cable For Smartphone (Black)","Computers&Accessories","0.71","2.39","70","4","9377","Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well."
"B00NNQMYNE","AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)","Computers&Accessories","3.59","5.99","40","4.5","21010","Super,Excellent structural rigidity,Durable and classy,Sturdy. Good quality,Good quality and durable.,Best,Good,Tough built quality and smooth movement of zip"
"B0B217Z5VK","Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)","Electronics","21.59","47.99","55","3.9","3517","Clear voice,Nice,Good and recomended,It was a nice product,It's good.,Vishal Mandal,Value of Money,Bass quality was good"
"B07B88KQZ8","JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)","Electronics","23.99","35.99","33","4.3","63899","Don't believe the other reviews,Awesome sound and clarity for like name JBL,Bass is ❤️,Quality,Excellent sound quality and bass,, gud battery life Best speaker for single room use,Sound is not protect,Good audio.,Not a significant upgrade from JBL Go"
"B01M4GGIVU","Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet)","Electronics","2.39","8.39","72","4.2","12153","Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money,Good product."
"B07Z3K96FR","Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019","Computers&Accessories","4.79","17.99","73","4.1","5730","Gud for the price, but adhesion quality is not very good,Nothing unique……,Attracts too much finger impressions,Perfect Fit (Almost),Easy to install,They provide tissues and wipes,Work well and easy to install,Gud product in budget"
"B0756CLQWL","Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)","Computers&Accessories","20.39","47.99","58","4.2","25488","Value for money,Very good.,Overall good but very fragile! KEYS STOPPED WORKING AFTER 3 MONTHS,Got what I wanted,good,Recommended I used wired version,slightly overpriced but worth it.,Product"
"B004IO5BMQ","Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop","Computers&Accessories","8.39","11.94","30","4.5","54405","Good silent mouse,Too small to hold!,Reviewing after 8 months of with battery backup review,Its very small  do take note of that,** Nice product,Good product,Good Buy for normal use in office,Stylish mouse"
"B09Z6WH2N1","STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)","Electronics","1.14","5.99","81","4.2","1949","Very useful,Very useful item to make your phone cables long lasting,Price can be reduced as this product is not worth for 80 rs,Value for money,It is useful,Good product,Good quality,Its good item in this money"
"B01HGCLUH6","TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network","Computers&Accessories","13.79","20.39","32","4.2","122478","Received defective item update: better now,Good product,Good connectivity,Good 👍,Go 4 it.....,Easy to Install,Nice product.,Works good"
"B01N4EV2TL","Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow","Computers&Accessories","17.94","23.94","25","4.3","7241","Good for typing, compact,Good product but bad packing,liked it,No caps lock light,All good, except the tiny dongle which has high chances of loosing.,Amazing product incredibly bad packaging,GOOD 👍,Mouse light is not working but it’s working"
"B08MZQBFLN","Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)","Computers&Accessories","10.19","59.99","83","4","20457","Nice but price should be reduced,WORTH FOR MONEY,Good meterial,Table is good,VALUE FOR MONEY,Good product,Please sell spare parts also,Good"
"B0752LL57V","Casio MJ-12D 150 Steps Check and Correct Desktop Calculator","OfficeProducts","5.28","5.28","0","4.5","8610","Very easy to use,Easy to use .,Best calculator for CA students,good performanace,Nice,Best,Very nice and steardy,Good product"
"B08K4PSZ3V","Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)","Electronics","4.19","11.99","65","3.8","16557","Only affordable Stylus that works with Apple,Product is good, but Spare disk is missing for me.,Best deal for this price,Good but improvement needed,Average, better option are available,very fast and smooth work,Precision & speedy,Amazing"
"B09Z28BQZT","Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown","Computers&Accessories","7.19","47.99","85","3.9","1087","Good product but little costly,Very sturdy and easy to handle and carry,Ok,Good one but not exactly like shown pictures,Good,good quality,Good quality product,Very strong but not stable at all"
"B094DQWV9B","Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)","Computers&Accessories","1.79","4.79","63","4","1540","Good and does it’s work,Nice product working absolutely fine,Good,Good product,Value for Money,Okay overall,Value for money..,Good product for i phone users"
"B0BBMPH39N","Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black","Computers&Accessories","3.47","11.99","71","4.1","401","I like to draw on it,Best  writing pad,Great for Noting or Doodling,Good to go,The pen is too flowy and the strokes are coming out a bit thick,Magic Slate 15-inch LCD Writing Tablet,The quality and build seems good so far.,Very useful product"
"B097JQ1J5G","Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers","Computers&Accessories","2.15","5.99","64","3.4","9385","Average usb hub,Inferior quality goods,its CHEAP,Built in quality is low,Ok,Finish is not very good,Recieved damage piece,Packaging was damaged and is not new piece"
"B07YY1BY5B","Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)","Electronics","17.99","59.99","70","4","92588","nice product,Great watch,Ok ok,Nice 👍,Thik thak,Avarage,Smart watch,They can improve more"
"B08VRMK55F","Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)","Electronics","4.79","8.39","43","3.4","3454","Dissapointed in the microphone,Overall Good product in budget,don't buy for calling purpose..,Gets the job done,Good,Value for money,One side stopped working in 2 months,Very average sounding earphones"
"B08CHZ3ZQ7","Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)","Computers&Accessories","7.19","9.59","25","4.3","15790","Very good mouse Under 500,pretty good gaming mouse,very good in this budget,Really comfortable,good mouse just plug and play,Good enough,Best budget gaming mouse,Too big too hold, but you will get around it."
"B08SCCG9D4","JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)","Computers&Accessories","11.39","24.00","53","3.9","14969","It's just good !,Good for WFH,Works according to needs,Great product for beginners,Good for beginners,Very nice product,Ambiance sound capture,JBL mic is best for Biginaers"
"B0972BQ2RS","Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces","Electronics","29.99","119.99","75","4.1","42139","Overall Watch Review,Descent  looking, perfect working smart watch,There is a bit of snag in wake up mode,Battery is not good only one day it will come,Beginner friendly apple clone watch,elegant look,You can go for it!!,Nice product but the touchscreen and app could have been better"
"B00ZRBWPA0","Eveready Red 1012 AAA Batteries - Pack of 10","Electronics","1.91","2.16","12","4.3","989","Nice .,very good batteries received,Longtevity,Good product, Good seller,Reasonable pricing,I liked the package and product is very good,Good,Value for money"
"B0B2DD66GS","SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write","Electronics","15.95","34.80","54","4.5","19624","Good quality product, Best suitable storage for 4k videos,Perfect for nintendo switch oled,Best in the segmet...,Expensive,Product Is Good,Good,The delivered one was 90Mbps write property,Nice Write Speed But Read Speed Is not that much is giv..Read Speed goes to 90mbps Write 80to90mbps"
"B09M869Z5V","Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer","Computers&Accessories","6.84","11.99","43","4.2","3201","Value For Money But....,Compact and Budget friendly,Average,Nice product,Premium build but hoped it had more USB3.0,Decent product,Very useful for Mac users,Works fine with Macbook air M2"
"B07W6VWZ8C","Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)","Electronics","10.79","23.99","55","4.1","30469","Best Speaker at low price,Good quality,Very small compared to price.,Pocket dynamite,Cute one,LOUD AND GOOD BLUETOOTH SPEAKER,Portable and good one,Superb yet portable speaker"
"B07Z1X6VFC","AirCase Protective Laptop Bag Sleeve fits Upto 13.3 Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty","Computers&Accessories","5.39","11.99","55","4.4","9940","Quality is worth the price!,Good for holding,Packaging was not good,good product,Good Product,Built quality of product is excellent,Best in quality & look,BEST"
"B07YL54NVJ","Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC","Computers&Accessories","6.59","11.99","45","4.3","7758","Worth Buying,It's a very good product at these price range go for it.,Camera SD card reader,A very handy gadget for transferring data between various devices,Product is good and working properly,Nice product,Reveewing after 3 weeks.,Use full product"
"B0759QMF85","TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz","Computers&Accessories","18.35","28.79","36","4.3","68409","Con = no bandwidth control,Setup is smooth and easy,Good coverage,as money as goods,The signal reach could be better,overall is ok,Product,Class product from TP-Link! A worthy investment."
"B00LM4X0KU","Parker Quink Ink Bottle, Blue","OfficeProducts","1.20","1.20","0","4.3","3095","Clearly makes a difference,Good,Value for money,Good material,The ink of parker is very lite,Good,Good,Very good"
"B08PFSZ7FH","STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black)","Computers&Accessories","3.59","17.99","80","4.2","903","Decent quality product for the price,Nice product,Sturdy,Nice companion,Need for those who has neck pain working on Laptops,Laptop stand,Good quality,Good product"
"B012MQS060","Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black","Computers&Accessories","15.54","21.54","28","4.1","25771","Early impression comparing MK215 with MK270  - bit underwhelmed,Lagging,It is working fine till now.,Does the job well,Excellent,Worth,To avoid lag, plug into USB port without neighboring connections,Good"
"B01MF8MB65","boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue)","Electronics","8.39","11.99","30","4.1","273189","The best earphones you can find out there under 500 Bucks..??? Are they Comfortable..?? Let's find out.....,:( Not so good Not so bad :),Good but i don't recommend,Sexy,You can expect it to work for a year,Good buy but 1 side earphone stopped after 6-7 months,Vocals are good music is bit dizzy and there is a sound zzzzzzzzzz when everything is silent ..,Superb"
